Datetime,WS0202,WS0203,WS0204,WS0205,WS0206,WS0207,WS0208
2018-09-16,15.0,,19.6,,,5.7,7.7
2018-09-17,,9.3,,34.2,10.5,,
2018-09-18,,,,,10.2,,
2018-09-19,,,,33.7,,,
2018-09-20,,,18.8,,,,
2018-09-21,,11.2,19.5,,,5.2,8.4
2018-09-22,,,18.8,,,4.4,
2018-09-23,,,,34.8,,5.1,
2018-09-24,,,17.4,34.9,,4.4,7.0
2018-09-25,,,,,,,
2018-09-26,,,16.7,,,,
2018-09-27,,13.0,,35.3,,,7.1
2018-09-28,,,,,,,
2018-09-29,10.6,12.5,,35.2,,4.4,
2018-09-30,,,,,,4.1,
2018-10-01,11.2,,16.8,34.8,,4.3,
2018-10-02,,,,,11.1,,
2018-10-03,11.3,,,,,,
2018-10-04,,,,,,,6.7
2018-10-05,,,,,,,
2018-10-06,11.9,,,,,4.8,7.4
2018-10-07,,,,,,,7.6
2018-10-08,,,,,,,
2018-10-09,,,,,,,7.3
2018-10-10,,,,,,4.2,7.7
2018-10-11,,,16.0,33.7,,,
2018-10-12,12.0,,,33.7,,,7.2
2018-10-13,11.3,,,,,,
2018-10-14,,12.2,,,,3.2,
2018-10-15,,12.0,16.1,,11.0,,
2018-10-16,,,,,,,
2018-10-17,12.5,,16.4,33.0,11.5,4.5,6.6
2018-10-18,12.8,,16.1,33.5,11.2,,
2018-10-19,,,,,,,
2018-10-20,12.8,,,32.9,,,6.0
2018-10-21,12.0,,,,11.0,,
2018-10-22,,,,,,3.8,
2018-10-23,,12.6,,33.1,,,6.7
2018-10-24,11.5,,,,11.7,4.1,
2018-10-25,,,,,11.5,4.3,
2018-10-26,,13.1,,33.4,,,
2018-10-27,,12.8,,,,,
2018-10-28,,,16.9,,10.9,,
2018-10-29,12.7,13.0,,33.0,,,
2018-10-30,,,,,10.9,4.7,
2018-10-31,12.5,,,,10.8,,
2018-11-01,,,16.5,,,,
2018-11-02,,,17.0,,,4.6,
2018-11-03,,12.4,16.6,,10.0,,
2018-11-04,,12.8,17.4,,10.5,,
2018-11-05,,,,,10.6,,6.7
2018-11-06,,,15.8,,10.6,3.3,
2018-11-07,,,,,,3.0,6.4
2018-11-08,10.8,,13.1,,10.9,,
2018-11-09,,,,,11.9,,6.8
2018-11-10,10.0,,,,,,
2018-11-11,,,,35.1,,2.7,
2018-11-12,,,,,,2.7,
2018-11-13,,14.5,13.1,,,,
2018-11-14,9.8,14.5,12.8,35.5,,,7.9
2018-11-15,,14.5,12.9,35.9,,,8.7
2018-11-16,9.5,,,,,,
2018-11-17,9.9,,,,,,
2018-11-18,,,13.5,,11.9,,
2018-11-19,,,12.9,,,,
2018-11-20,,,,,12.2,,8.3
2018-11-21,,,,,12.9,,
2018-11-22,8.8,,,,,3.1,
2018-11-23,,,,,12.8,,7.6
2018-11-24,9.5,,,,,,
2018-11-25,,,,,12.4,,7.7
2018-11-26,9.2,,,,13.2,,
2018-11-27,,,,35.9,,,6.6
2018-11-28,8.5,,,36.1,,,
2018-11-29,8.8,,,,,2.0,6.7
2018-11-30,,,,,,2.4,
2018-12-01,,14.8,,,,,7.4
2018-12-02,,14.8,13.2,,,,7.9
2018-12-03,,,,,13.2,,
2018-12-04,,14.8,,,,,
2018-12-05,,,,,,2.3,
2018-12-06,,,,34.7,,,
2018-12-07,,,12.6,34.7,13.7,,
2018-12-08,8.8,,,34.7,13.7,,
2018-12-09,,,,34.7,14.2,1.8,6.9
2018-12-10,,,,,,,
2018-12-11,,,,,,1.8,
2018-12-12,8.8,,12.5,34.7,,1.8,
2018-12-13,,,,,,,
2018-12-14,,,12.7,34.7,,,
2018-12-15,9.0,,,34.7,,,
2018-12-16,9.0,,12.7,,14.0,,6.6
2018-12-17,,,12.8,,,1.0,6.9
2018-12-18,,,,34.7,,0.9,6.5
2018-12-19,9.0,,,,,1.0,6.5
2018-12-20,,,12.7,,,1.1,
2018-12-21,,,,,,1.0,5.9
2018-12-22,,,,,,,5.4
2018-12-23,,,,,,,5.5
2018-12-24,,,12.7,,14.7,,5.7
2018-12-25,,,12.7,33.8,,1.0,
2018-12-26,,16.5,12.7,33.3,,,5.9
2018-12-27,9.0,,,,,,
2018-12-28,9.9,,12.5,,14.2,,
2018-12-29,9.9,,,,14.2,,
2018-12-30,,,12.0,,,,
2018-12-31,,,,,,,6.4
2019-01-01,,16.8,13.2,,14.7,,6.2
2019-01-02,,17.0,13.4,,,1.4,6.2
2019-01-03,,17.6,13.3,,14.3,,
2019-01-04,9.7,,,,,,
2019-01-05,,,13.5,30.8,,,
2019-01-06,,,,30.8,,,5.7
2019-01-07,,,13.3,,,,5.4
2019-01-08,,,,,,,
2019-01-09,,17.1,,,14.6,2.2,
2019-01-10,,,,,,2.1,6.0
2019-01-11,,,,,,1.9,
2019-01-12,,17.2,,29.5,15.6,1.5,6.6
2019-01-13,,17.3,,29.6,,,
2019-01-14,8.8,,14.1,,15.6,1.8,6.1
2019-01-15,9.2,,,,,,6.2
2019-01-16,,,,,,,
2019-01-17,9.3,15.6,,28.9,,,
2019-01-18,,15.9,,,,,
2019-01-19,,,,28.7,,,6.1
2019-01-20,,,,,,,6.1
2019-01-21,9.6,,,,,,
2019-01-22,,,,28.7,17.3,1.4,
2019-01-23,,,14.4,,,1.7,
2019-01-24,,,14.5,,,,
2019-01-25,,16.9,,,,,
2019-01-26,,,,,18.1,1.5,6.2
2019-01-27,9.7,,15.5,28.0,18.2,,
2019-01-28,9.7,17.3,15.7,,,1.8,
2019-01-29,,,,,,,
2019-01-30,,16.7,,,,2.4,
2019-01-31,9.7,,,,17.8,,
2019-02-01,,,,,,1.6,6.2
2019-02-02,8.7,,14.8,,,,6.5
2019-02-03,8.4,,,,,,
2019-02-04,9.0,,,28.4,,,
2019-02-05,,,15.2,28.9,,,
2019-02-06,9.3,,,,,,5.7
2019-02-07,9.5,,,,18.8,,
2019-02-08,,17.3,14.6,,,,6.5
2019-02-09,,,14.5,28.2,18.4,2.3,
2019-02-10,,,14.0,,18.9,,
2019-02-11,9.3,,,,,,
2019-02-12,9.1,,,27.6,,,
2019-02-13,9.2,,,,19.5,,
2019-02-14,,,,,,,
2019-02-15,,,,,20.0,,
2019-02-16,9.4,,,27.3,,1.9,
2019-02-17,,,,,,2.5,
2019-02-18,,17.6,,,,,6.2
2019-02-19,,17.6,15.5,,,,
2019-02-20,,17.5,,26.3,,1.6,
2019-02-21,10.0,17.5,,,20.2,1.9,
2019-02-22,,17.6,,,20.1,,
2019-02-23,,,,,,,
2019-02-24,,,,,21.4,1.2,
2019-02-25,9.0,,16.4,,,,6.4
2019-02-26,,18.4,,,,,
2019-02-27,,17.8,16.4,,,,
2019-02-28,,,,,20.6,,6.8
2019-03-01,,,,,21.0,1.3,
2019-03-02,9.7,,16.0,,,,6.5
2019-03-03,,18.5,,,,1.2,
2019-03-04,9.2,19.1,,25.1,21.0,0.9,
2019-03-05,,18.7,16.3,,,1.4,
2019-03-06,,,,,21.2,,
2019-03-07,8.9,,,,,,
2019-03-08,,,,,,,
2019-03-09,,20.2,17.2,,21.9,1.4,
2019-03-10,,,,,,,
2019-03-11,,,,,21.8,,
2019-03-12,,,,,,1.3,
2019-03-13,,,,,,2.0,
2019-03-14,8.6,,17.1,24.2,21.6,,6.4
2019-03-15,,20.4,,,,1.3,
2019-03-16,,,,23.7,,0.8,
2019-03-17,8.5,20.9,,,21.7,0.7,
2019-03-18,,,17.0,,,,
2019-03-19,,,17.1,,,0.7,
2019-03-20,9.1,,,,,,6.4
2019-03-21,,,15.8,,21.5,1.1,
2019-03-22,,19.6,14.1,,,,
2019-03-23,,,,,22.4,,
2019-03-24,8.6,,,,21.8,,7.4
2019-03-25,8.5,,,,,1.8,
2019-03-26,,,,,,,
2019-03-27,,,,,22.1,2.3,
2019-03-28,,,,31.8,,,7.2
2019-03-29,,19.6,12.4,,21.7,,
2019-03-30,8.7,,12.2,,,1.6,
2019-03-31,,19.6,,31.9,,2.1,
2019-04-01,8.6,,,,,2.1,
2019-04-02,8.6,,12.3,,,,7.8
2019-04-03,8.8,,11.8,32.7,,,
2019-04-04,,,,,,,
2019-04-05,,,,33.7,,,
2019-04-06,,,,,,,7.6
2019-04-07,8.9,,,,,,
2019-04-08,9.4,,,,22.7,,7.3
2019-04-09,8.6,,,,,,8.5
2019-04-10,,,,34.2,,,
2019-04-11,9.1,,,34.6,22.4,,
2019-04-12,,21.1,,34.4,22.9,,
2019-04-13,,,11.8,34.8,,,
2019-04-14,,,12.2,,,,
2019-04-15,8.8,19.9,,,,,
2019-04-16,,21.3,,,,3.8,
2019-04-17,8.4,,,,,,8.4
2019-04-18,,,11.8,,,,8.4
2019-04-19,,,,35.6,,3.6,
2019-04-20,,20.8,,,23.6,3.1,8.6
2019-04-21,,21.1,,,,3.1,
2019-04-22,8.7,,,,,,8.1
2019-04-23,,,13.8,34.7,,,
2019-04-24,9.0,,,,23.9,,
2019-04-25,,,13.3,,,2.7,7.7
2019-04-26,,,13.6,,23.7,,
2019-04-27,,,13.2,,,,8.4
2019-04-28,,,13.8,30.1,,2.9,
2019-04-29,,,,,,,
2019-04-30,,21.2,15.6,27.8,,,
2019-05-01,10.6,,,,23.2,,8.7
2019-05-02,,,,,22.9,2.7,8.6
2019-05-03,10.9,,,,23.4,,
2019-05-04,,,17.0,,23.2,,9.2
2019-05-05,,,18.0,,,2.6,
2019-05-06,,,17.9,,23.3,,
2019-05-07,,21.9,,24.4,23.9,2.9,
2019-05-08,11.6,22.1,,,,2.9,
2019-05-09,,23.3,,,,2.3,
2019-05-10,11.5,,,23.2,,,
2019-05-11,,,,23.0,,,
2019-05-12,,,19.3,,,2.9,
2019-05-13,11.7,,,23.2,,,
2019-05-14,,,19.3,,23.7,2.7,
2019-05-15,,23.2,,23.4,23.9,,
2019-05-16,12.0,,19.4,,,,8.2
2019-05-17,12.2,23.0,,,,3.7,8.4
2019-05-18,,22.7,19.3,,,,
2019-05-19,,,,,24.5,,
2019-05-20,12.1,,19.6,23.0,,,8.9
2019-05-21,,23.6,,,,4.1,
2019-05-22,,23.3,19.8,,,,
2019-05-23,,,,,,4.3,
2019-05-24,,23.7,,22.3,,,7.3
2019-05-25,12.6,23.5,,,,,
2019-05-26,,,19.1,,,,
2019-05-27,,22.4,,27.8,23.7,,
2019-05-28,14.0,,18.0,26.6,,,
2019-05-29,,21.5,18.7,26.2,22.9,5.8,
2019-05-30,,22.8,,,,,7.2
2019-05-31,,,19.4,,,,
2019-06-01,13.2,,19.9,,,5.3,
2019-06-02,,,21.2,24.7,,,
2019-06-03,,,21.7,24.0,,,
2019-06-04,13.7,,,,26.1,,
2019-06-05,14.4,,,,25.7,,
2019-06-06,,23.9,,,,,8.3
2019-06-07,,,,,24.6,,
2019-06-08,,,,,,,8.2
2019-06-09,,,18.8,,,,
2019-06-10,,22.7,,,25.1,5.6,
2019-06-11,12.4,,,,24.8,,
2019-06-12,11.2,21.2,15.1,31.9,24.4,,
2019-06-13,,,,35.5,,,8.8
2019-06-14,,,,,24.7,5.2,
2019-06-15,10.7,23.0,,36.3,25.1,5.3,
2019-06-16,,22.6,14.4,,,,
2019-06-17,10.3,,14.9,37.4,,,9.6
2019-06-18,,23.5,14.8,37.7,,5.6,
2019-06-19,,,,,25.0,,
2019-06-20,,,,37.4,25.0,,8.6
2019-06-21,,,,37.2,25.2,,
2019-06-22,,21.9,14.6,,,6.1,9.8
2019-06-23,10.6,22.4,14.9,,25.0,,
2019-06-24,,,15.4,38.2,,5.5,8.9
2019-06-25,,,,,,5.1,
2019-06-26,,,15.8,,24.8,4.3,8.2
2019-06-27,,,,36.6,,4.8,
2019-06-28,,,,36.8,,4.8,
2019-06-29,,23.5,16.4,37.8,,,
2019-06-30,,,,,24.9,,
2019-07-01,,22.8,15.5,,,,
2019-07-02,,,,,24.7,,8.0
2019-07-03,11.1,,,37.5,,,
2019-07-04,11.5,,,,,,10.0
2019-07-05,,,,,,6.1,9.8
2019-07-06,,,17.5,,,,
2019-07-07,,,,36.1,,6.0,
2019-07-08,12.6,,,35.3,,6.2,
2019-07-09,,,,,,,
2019-07-10,,23.7,,33.4,23.8,6.1,
2019-07-11,,24.0,18.6,,24.6,,
2019-07-12,,,,,,,
2019-07-13,,23.9,19.1,,24.1,,9.9
2019-07-14,,23.9,,,23.5,,
2019-07-15,,24.5,19.2,,23.7,7.1,9.4
2019-07-16,14.0,,19.1,,,6.6,9.2
2019-07-17,14.4,,,,23.8,,
2019-07-18,,,,,,,
2019-07-19,,,20.1,,,,
2019-07-20,,,19.1,35.4,,7.4,
2019-07-21,13.3,,,,,7.1,9.0
2019-07-22,,,,,24.2,,9.2
2019-07-23,13.6,,,35.6,,7.7,
2019-07-24,,,17.4,,,,
2019-07-25,13.6,,,,,,8.7
2019-07-26,14.1,,,,,,
2019-07-27,14.9,,,,24.3,,8.5
2019-07-28,,,,,25.0,6.1,
2019-07-29,,,18.3,,,,8.6
2019-07-30,16.3,,,,,,8.4
2019-07-31,16.3,24.6,,46.9,23.3,5.3,
2019-08-01,,,,48.7,,,7.6
2019-08-02,,,,50.4,,,
2019-08-03,,,,,23.0,,
2019-08-04,,23.6,17.9,53.2,23.0,,
2019-08-05,,,,,,,8.6
2019-08-06,,,17.2,54.5,,,8.1
2019-08-07,16.3,,,53.4,,6.2,7.9
2019-08-08,,,16.7,,,,
2019-08-09,,,,54.3,25.0,5.3,
2019-08-10,,25.1,,,24.3,5.1,
2019-08-11,17.5,,16.5,,23.5,,
2019-08-12,20.0,23.8,,,,,
2019-08-13,,,,,23.7,,
2019-08-14,,23.4,,,,,
2019-08-15,21.4,,,,,,
2019-08-16,22.4,23.1,,,,,8.1
2019-08-17,22.4,,16.5,61.9,24.0,,
2019-08-18,,,16.9,64.0,23.9,,8.0
2019-08-19,,,,65.7,,,7.7
2019-08-20,,,,,,4.9,
2019-08-21,,,17.1,,,,
2019-08-22,,,16.6,,22.2,,8.1
2019-08-23,,,,,,,
2019-08-24,,,16.2,70.7,,,
2019-08-25,,,,,,5.1,
2019-08-26,24.0,,15.2,,,,
2019-08-27,,23.2,,,23.4,,
2019-08-28,,22.7,,,,,
2019-08-29,,,,,,5.7,
2019-08-30,,,15.3,,,,
2019-08-31,,,,,23.2,5.5,9.1
2019-09-01,,23.3,,,,,
2019-09-02,,23.6,,,,5.1,
2019-09-03,,23.5,,,,5.2,
2019-09-04,,23.5,,,23.5,,7.5
2019-09-05,24.1,,14.6,,,3.7,
2019-09-06,,,,78.9,,3.3,
2019-09-07,23.4,23.4,,,,,
2019-09-08,,,14.7,80.3,,,
2019-09-09,23.8,,,,22.9,,8.1
2019-09-10,,,,,,3.6,8.7
2019-09-11,24.2,,13.9,,,,
2019-09-12,,,,,,3.5,7.3
2019-09-13,,,,,,,
2019-09-14,24.0,,13.7,81.9,,,
2019-09-15,,,,82.3,,,
2019-09-16,,,13.5,,,,
2019-09-17,,24.8,,83.2,,,
2019-09-18,,24.8,,83.3,,,
2019-09-19,,,13.9,,22.0,,
2019-09-20,23.7,,,,,,
2019-09-21,,,,,,5.1,9.3
2019-09-22,,25.5,13.8,84.6,,,
2019-09-23,,,,83.9,,,7.9
2019-09-24,24.6,25.2,13.8,,,,9.0
2019-09-25,,,,84.8,,,
2019-09-26,,,,,,,8.5
2019-09-27,,26.0,13.8,,,5.7,
2019-09-28,23.7,,13.3,,,4.8,
2019-09-29,,26.0,,,,,8.4
2019-09-30,,,,,,,
2019-10-01,,,,,,,9.5
2019-10-02,,25.7,,,20.1,,
2019-10-03,,,,85.7,20.0,,
2019-10-04,,,15.0,,,5.7,9.0
2019-10-05,23.6,,,,19.2,,
2019-10-06,,25.7,13.7,86.5,,,
2019-10-07,,,,,,,
2019-10-08,,,,86.1,19.1,,
2019-10-09,,25.6,,,19.2,,9.6
2019-10-10,,,,,,5.7,
2019-10-11,23.6,,,,,,
2019-10-12,23.6,,,,,,
2019-10-13,23.8,26.6,,,,,
2019-10-14,,,,,,,
2019-10-15,,26.1,,,,7.1,
2019-10-16,,25.8,,85.7,,7.2,
2019-10-17,,,,85.5,,,
2019-10-18,,,,,,,
2019-10-19,,,13.9,,,,
2019-10-20,,,13.5,,21.1,,8.6
2019-10-21,,,13.9,,21.0,7.5,10.2
2019-10-22,,,,,,,11.1
2019-10-23,20.9,,,,19.6,,11.1
2019-10-24,,,,,,9.0,
2019-10-25,,,,86.3,,,
2019-10-26,19.6,,15.7,,,,
2019-10-27,,,,84.9,,,
2019-10-28,,25.1,,,,,
2019-10-29,,,16.9,,23.2,,
2019-10-30,,,16.5,,,,8.9
2019-10-31,,,,,23.3,,
2019-11-01,18.0,,,85.1,23.4,9.1,9.4
2019-11-02,,,,84.6,,,
2019-11-03,,,16.4,,,,9.3
2019-11-04,,,15.7,,,8.1,8.5
2019-11-05,18.3,24.6,,,,,
2019-11-06,,,,,,8.5,
2019-11-07,,,,82.4,,,9.7
2019-11-08,,24.2,15.8,,,,
2019-11-09,18.4,,,,,,
2019-11-10,,,,,,,9.7
2019-11-11,,25.2,16.5,,,,8.9
2019-11-12,18.3,25.2,16.6,82.5,23.3,,8.5
2019-11-13,18.4,,,,23.4,,
2019-11-14,,,,,,8.4,8.9
2019-11-15,,,16.3,,,7.9,
2019-11-16,,,16.4,78.9,,,
2019-11-17,,,16.1,,25.4,,
2019-11-18,,,,,,8.0,
